b'RCS\xc2\xa0#',b'Sort1',b'Sort2',b'Doc.',b'Subject/Motion',b'Date',b'Vote',b'Aye',b'No',b'Not\xc2\xa0Voting',b'Exc.\xc2\xa0Abs.',b'Exc.\xc2\xa0Vote',b'Total\xc2\xa0Votes',b'Result' 
b'653',b'S',b'2',b'SB 2',b'Magistrates Recusal for Civil Ceremonies.      Motion 12 - Add bill to Calendar',b'5/27/2015 2:13 PM',b'Aye',b'PASS',b'65',b'43',b'5',b'7',b'0',b'108'
b'654',b'S',b'699',b'SB 699',b'Protect LEO Home Address/Other Information.      Motion 9 To Concur',b'8/12/2015 2:42 PM',b'Aye',b'PASS',b'42',b'0',b'1',b'7',b'0',b'42'
b'656',b'S',b'560',b'SB 560',b'2015 Continuing Budget Authority.      Motion 9 To Concur',b'8/12/2015 4:10 PM',b'Aye',b'PASS',b'33',b'9',b'1',b'7',b'0',b'42'
b'658',b'S',b'720',b'SJR 720',b'Honor World War II Veterans.      Second Reading',b'8/18/2015 2:37 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'659',b'S',b'52',b'SB 52',b'Cities/Means For Activating Parking Meters.      Motion 9 To Concur',b'8/18/2015 3:01 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'660',b'S',b'332',b'SB 332',b'Register of Deeds-POA Indexing Fees.      Motion 9 To Concur',b'8/18/2015 3:02 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'660',b'S',b'114',b'SB 114',b'Custodial Parent/Party Cooperate With Child Support.      Second Reading',b'5/27/2015 2:43 PM',b'Aye',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'661',b'S',b'311',b'SB 311',b'Register of Deeds/Filing False Marriage Docs.      Second Reading',b'5/27/2015 2:45 PM',b'Aye',b'PASS',b'111',b'2',b'1',b'6',b'0',b'113'
b'661',b'S',b'477',b'SB 477',b'Transfer of Bladen Correctional Facility.      Motion 9 To Concur',b'8/18/2015 3:05 PM',b'Aye',b'PASS',b'44',b'2',b'0',b'4',b'0',b'46'
b'662',b'S',b'446',b'SB 446',b'Dealer Loaners/Unmanned Aircraft/Brunswick Co.      Motion 9 To Concur',b'8/19/2015 2:27 PM',b'Excused Vote',b'PASS',b'42',b'0',b'0',b'5',b'3',b'42'
b'662',b'S',b'421',b'SJR 421',b'Military Appreciation Month.      Second Reading',b'5/27/2015 3:13 PM',b'Aye',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'663',b'S',b'2',b'SB 2',b'Magistrates Recusal for Civil Ceremonies.      Second Reading',b'5/27/2015 5:32 PM',b'No',b'PASS',b'65',b'45',b'2',b'8',b'0',b'110'
b'663',b'S',b'665',b'SB 665',b'Unclaimed Life Insurance Benefits.      Motion 9 To Concur',b'8/25/2015 2:12 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'664',b'S',b'15',b'SB 15',b'Unemployment Insurance Law Changes.      For Concurrence  Second Reading',b'8/26/2015 2:10 PM',b'Aye',b'PASS',b'38',b'7',b'0',b'5',b'0',b'45'
b'665',b'S',b'15',b'SB 15',b'Unemployment Insurance Law Changes.      For Concurrence  Third Reading',b'8/27/2015 10:12 AM',b'Aye',b'PASS',b'36',b'7',b'2',b'5',b'0',b'43'
b'665',b'S',b'2',b'SB 2',b'Magistrates Recusal for Civil Ceremonies.      Third Reading',b'5/28/2015 12:08 PM',b'Aye',b'PASS',b'67',b'43',b'0',b'10',b'0',b'110'
b'667',b'S',b'291',b'SB 291',b'Extend Overnight Respite Pilot Program.      Second Reading',b'5/28/2015 12:12 PM',b'Aye',b'PASS',b'107',b'0',b'2',b'11',b'0',b'107'
b'667',b'S',b'156',b'SB 156',b'Mt. Gilead Charter Revision & Consolidation.      Motion 9 To Concur',b'9/1/2015 2:10 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'668',b'S',b'304',b'SB 304',b'Administration of Logo Sign Program.      Motion 9 To Concur',b'9/1/2015 2:11 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'669',b'S',b'378',b'SB 378',b'Increase Punishment/Misd. Death by Vehicle.      Motion 9 To Concur',b'9/8/2015 2:05 PM',b'No',b'FAIL',b'0',b'42',b'2',b'6',b'0',b'42'
b'672',b'S',b'238',b'SB 238',b'Stalking by GPS/Criminal Offense.      Motion 9 To Concur',b'9/15/2015 3:35 PM',b'No',b'FAIL',b'0',b'49',b'0',b'1',b'0',b'49'
b'673',b'S',b'112',b'SB 112',b'Comm. Fishing Courses/Coastal Colleges.      Second Reading',b'6/2/2015 3:27 PM',b'Aye',b'PASS',b'113',b'2',b'2',b'3',b'0',b'115'
b'674',b'S',b'597',b'SB 597',b'Repeal References to ABCs.      Second Reading',b'6/2/2015 3:28 PM',b'Aye',b'PASS',b'115',b'0',b'2',b'3',b'0',b'115'
b'678',b'S',b'315',b'SB 315',b'School Playgrounds Available to Public.      Second Reading',b'6/3/2015 3:06 PM',b'Aye',b'PASS',b'116',b'0',b'1',b'3',b'0',b'116'
b'679',b'S',b'333',b'SB 333',b'Teacher Attrition Data.      Second Reading',b'6/3/2015 3:09 PM',b'Aye',b'PASS',b'114',b'2',b'1',b'3',b'0',b'116'
b'687',b'S',b'154',b'SB 154',b'Clarifying the Good Samaritan Law.      Second Reading',b'6/4/2015 12:21 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'687',b'S',b'279',b'SB 279',b'Amend Qualifications/Practice of Counseling.      Motion 9 To Concur',b'9/21/2015 7:26 PM',b'No',b'FAIL',b'0',b'44',b'1',b'5',b'0',b'44'
b'688',b'S',b'336',b'SB 336',b'Estate Planning/Uniform Trust Code.      A1 Stam   Second Reading',b'6/4/2015 12:30 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'689',b'S',b'336',b'SB 336',"b'Estate Planning/Uniform Trust Code.      A2 Turner, R.   Second Reading'",b'6/4/2015 12:37 PM',b'No',b'FAIL',b'23',b'91',b'1',b'5',b'0',b'114'
b'690',b'S',b'336',b'SB 336',b'Estate Planning/Uniform Trust Code.      Second Reading',b'6/4/2015 12:38 PM',b'Aye',b'PASS',b'111',b'4',b'0',b'5',b'0',b'115'
b'691',b'S',b'366',b'SB 366',b'Amend Certain Requirements/Permanency Innovation Committee.      Second Reading',b'6/4/2015 12:40 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'692',b'S',b'487',b'SB 487',b'Health Choice Technical Revisions.-AB      Second Reading',b'6/4/2015 12:44 PM',b'Aye',b'PASS',b'114',b'0',b'1',b'5',b'0',b'114'
b'693',b'S',b'83',b'SB 83',b'Criminal Law/Filing False Document.      Second Reading',b'6/8/2015 7:24 PM',b'Aye',b'PASS',b'112',b'0',b'4',b'4',b'0',b'112'
b'694',b'S',b'488',b'SB 488',b'Amend Uniform Interstate Family Support Act.-AB      Second Reading',b'6/8/2015 7:26 PM',b'Aye',b'PASS',b'113',b'0',b'3',b'4',b'0',b'113'
b'695',b'S',b'60',b'SB 60',b'No-Contact Order/No Expiration.      Second Reading',b'6/8/2015 7:32 PM',b'Aye',b'PASS',b'115',b'0',b'1',b'4',b'0',b'115'
b'695',b'S',b'647',b'SB 647',b'Amend Trapping Law.      Amendment 3',b'9/22/2015 2:29 PM',b'Aye',b'PASS',b'47',b'1',b'0',b'2',b'0',b'48'
b'696',b'S',b'647',b'SB 647',b'Amend Trapping Law.      Second Reading',b'9/22/2015 2:31 PM',b'No',b'PASS',b'45',b'3',b'0',b'2',b'0',b'48'
b'704',b'S',b'7',b'SB 7',b'Food Stand Seating and Outdoor Food Service.      Second Reading',b'6/9/2015 2:24 PM',b'Aye',b'PASS',b'113',b'1',b'1',b'5',b'0',b'114'
b'705',b'S',b'25',b'SB 25',b'Zoning/Design and Aesthetic Controls.      Second Reading',b'6/9/2015 3:04 PM',b'Aye',b'PASS',b'98',b'17',b'0',b'5',b'0',b'115'
b'712',b'S',b'721',b'SJR 721',b'Adjournment Resolution.      Second Reading',b'9/24/2015 10:13 AM',b'Aye',b'PASS',b'43',b'0',b'1',b'6',b'0',b'43'
b'716',b'S',b'99',b'SB 99',"b'Fire, Rescue, & Safety Worker System Changes.      Second Reading'",b'6/10/2015 3:22 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'717',b'S',b'77',b'SB 77',"b""Increase Wilkesboro Firemen's Pension.      Second Reading""",b'6/10/2015 3:23 PM',b'Aye',b'PASS',b'114',b'0',b'1',b'5',b'0',b'114'
b'718',b'S',b'161',b'SB 161',b'Supreme Court Sessions in Morganton.      Second Reading',b'6/10/2015 3:31 PM',b'Aye',b'PASS',b'114',b'0',b'1',b'5',b'0',b'114'
b'719',b'S',b'301',b'SB 301',b'DOT/Purchase of Contaminated Land.-AB      Second Reading',b'6/10/2015 3:32 PM',b'Aye',b'PASS',b'113',b'2',b'0',b'5',b'0',b'115'
b'720',b'S',b'2',b'SB 2',b'Magistrates Recusal for Civil Ceremonies.      M4 Previous Question  Veto Override',b'6/11/2015 10:07 AM',b'Aye',b'PASS',b'68',b'42',b'0',b'10',b'0',b'110'
b'720',b'S',b'195',b'SB 195',b'Motor Vehicle Service Agreement Amendments.      Motion 9 To Concur',b'9/24/2015 10:43 AM',b'Aye',b'PASS',b'40',b'1',b'1',b'6',b'2',b'41'
b'721',b'S',b'238',b'SB 238',b'Stalking by GPS/Criminal Offense.      Conference Rpt Motion 8 To Adopt',b'9/24/2015 10:45 AM',b'Aye',b'PASS',b'43',b'0',b'1',b'6',b'0',b'43'
b'721',b'S',b'2',b'SB 2',b'Magistrates Recusal for Civil Ceremonies.      Veto Override',b'6/11/2015 10:10 AM',b'Aye',b'PASS',b'69',b'41',b'0',b'10',b'0',b'110'
b'723',b'S',b'596',b'SB 596',b'Protection Against Unconstitutional Foreign Judgments.      Second Reading',b'6/11/2015 10:13 AM',b'Aye',b'PASS',b'86',b'21',b'2',b'11',b'0',b'107'
b'724',b'S',b'716',b'SB 716',b'Mountain Energy Act of 2015.      Second Reading',b'6/11/2015 10:21 AM',b'Aye',b'PASS',b'107',b'0',b'2',b'11',b'0',b'107'
b'728',b'S',b'513',b'SB 513',b'North Carolina Farm Act of 2015.      Motion 9 To Concur',b'9/28/2015 7:23 PM',b'No',b'FAIL',b'3',b'41',b'0',b'6',b'0',b'44'
b'730',b'S',b'379',b'SB 379',b'Cemeteries Located on State Property.      Motion 9 To Concur',b'9/28/2015 7:27 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'732',b'S',b'218',b'SB 218',b'Franklin/Archdale/Satellite Annexation.      Second Reading',b'6/15/2015 7:14 PM',b'Aye',b'PASS',b'107',b'1',b'2',b'10',b'0',b'108'
b'733',b'S',b'596',b'SB 596',b'Protection Against Unconstitutional Foreign Judgments.      Third Reading',b'6/15/2015 7:15 PM',b'Aye',b'PASS',b'107',b'2',b'1',b'10',b'0',b'109'
b'734',b'S',b'462',b'SB 462',b'Public Authorities/Nonprofit Corporations.      Second Reading',b'6/15/2015 7:31 PM',b'Aye',b'PASS',b'87',b'22',b'1',b'10',b'0',b'109'
b'742',b'S',b'218',b'SB 218',b'Franklin/Archdale/Satellite Annexation.      Third Reading',b'6/16/2015 2:17 PM',b'Aye',b'PASS',b'114',b'1',b'2',b'3',b'0',b'115'
b'742',b'S',b'159',b'SB 159',b'Corrected Reval./Minimal Refunds/Prop. Taxes.      Motion 9 To Concur',b'9/29/2015 11:32 AM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'743',b'S',b'313',b'SB 313',b'Industrial Hemp.      Motion 9 To Concur',b'9/29/2015 11:35 AM',b'Aye',b'PASS',b'42',b'2',b'0',b'6',b'0',b'44'
b'743',b'S',b'256',b'SB 256',b'Durham Voluntary Annexations/Adjacent Streets.      Second Reading',b'6/16/2015 2:22 PM',b'Aye',b'PASS',b'87',b'30',b'1',b'2',b'0',b'117'
b'744',b'S',b'462',b'SB 462',b'Public Authorities/Nonprofit Corporations.      Third Reading',b'6/16/2015 2:24 PM',b'Aye',b'PASS',b'98',b'19',b'1',b'2',b'0',b'117'
b'744',b'S',b'524',b'SB 524',b'Grad Requirements/Sports Pilot.      Motion 9 To Concur',b'9/29/2015 11:37 AM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'745',b'S',b'513',b'SB 513',b'North Carolina Farm Act of 2015.      Conference Rpt Motion 8 To Adopt',b'9/29/2015 12:21 PM',b'Aye',b'PASS',b'42',b'2',b'0',b'6',b'0',b'44'
b'745',b'S',b'423',b'SB 423',b'Foster Care Family Act.      A1 Stevens   Second Reading',b'6/16/2015 2:28 PM',b'Aye',b'PASS',b'117',b'0',b'1',b'2',b'0',b'117'
b'746',b'S',b'423',b'SB 423',b'Foster Care Family Act.      Second Reading',b'6/16/2015 2:29 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'747',b'S',b'578',b'SB 578',b'Transition Certain Abuse Investigations/Division of Child Development and       A1 Pittman   Second Reading',b'6/16/2015 2:32 PM',b'Aye',b'PASS',b'117',b'1',b'0',b'2',b'0',b'118'
b'748',b'S',b'578',b'SB 578',b'Transition Certain Abuse Investigations/Division of Child Development and       Second Reading',b'6/16/2015 2:34 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'749',b'S',b'682',b'SB 682',b'Modify Sunset Regarding Contingent Audits.      Second Reading',b'6/16/2015 2:36 PM',b'Aye',b'PASS',b'118',b'0',b'0',b'2',b'0',b'118'
b'751',b'S',b'698',b'SB 698',b'Legacy Medical Care Facility/CON Exempt.      Motion 9 To Concur',b'9/29/2015 2:14 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'5',b'1',b'44'
b'752',b'S',b'37',b'SB 37',b'Waive Tuition/Fallen Officer Was Guardian.      Motion 9 To Concur',b'9/29/2015 4:46 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'753',b'S',b'519',b'SB 519',b'Amend Child Custody Laws.      Motion 9 To Concur',b'9/29/2015 4:48 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'754',b'S',b'676',b'SB 676',b'Autism Health Insurance Coverage.      Motion 9 To Concur',b'9/29/2015 4:52 PM',b'Aye',b'PASS',b'46',b'1',b'0',b'3',b'0',b'47'
b'761',b'S',b'256',b'SB 256',b'Durham Voluntary Annexations/Adjacent Streets.      Third Reading',b'6/17/2015 1:45 PM',b'Aye',b'PASS',b'95',b'18',b'2',b'5',b'0',b'113'
b'762',b'S',b'670',b'SB 670',b'Term Limits for Board of Governors Members.      Motion 9 To Concur',b'9/29/2015 11:44 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'763',b'S',b'694',b'SB 694',"b""Reegan's Rule/Enforce Pharmacy Benefit Management.      Motion 9 To Concur""",b'9/29/2015 11:46 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'763',b'S',b'140',b'SB 140',b'Lake Santeetlah Occupancy Tax Authorization.      Second Reading',b'6/17/2015 1:48 PM',b'Aye',b'PASS',b'98',b'15',b'1',b'6',b'0',b'113'
b'764',b'S',b'119',b'SB 119',b'General Statutes Commission Technical Corrections 2015.      Motion 9 To Concur',b'9/29/2015 11:48 PM',b'No',b'FAIL',b'0',b'47',b'0',b'3',b'0',b'47'
b'765',b'S',b'279',b'SB 279',b'Amend Qualifications/Practice of Counseling.      Motion 9 To Concur',b'9/30/2015 12:41 AM',b'Aye',b'PASS',b'24',b'16',b'7',b'3',b'0',b'40'
b'768',b'S',b'43',b'SB 43',b'Commercial Drivers Licenses for Veterans Revisions.      Second Reading',b'6/17/2015 2:21 PM',b'Aye',b'PASS',b'116',b'0',b'1',b'3',b'0',b'116'
b'768',b'S',b'119',b'SB 119',b'General Statutes Commission Technical Corrections 2015.      Conference Rpt Motion 8 To Adopt',b'9/30/2015 4:06 AM',b'Aye',b'PASS',b'28',b'15',b'1',b'6',b'0',b'43'
b'769',b'S',b'721',b'SJR 721',b'Adjournment Resolution.      Motion 9 To Concur',b'9/30/2015 4:08 AM',b'Aye',b'PASS',b'43',b'0',b'1',b'6',b'0',b'43'
b'769',b'S',b'455',b'SB 455',b'Iran Divestment Act.      Second Reading',b'6/17/2015 2:25 PM',b'Aye',b'PASS',b'113',b'4',b'0',b'3',b'0',b'117'
b'770',b'S',b'621',b'SB 621',b'Registration Renewal Notice/E-Mail.-AB      Second Reading',b'6/17/2015 2:27 PM',b'Aye',b'PASS',b'116',b'0',b'1',b'3',b'0',b'116'
b'770',b'S',b'725',b'SB 725',b'Unemployment Insurance Technical Changes.      Second Reading',b'4/27/2016 2:25 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'771',b'S',b'726',b'SB 726',b'IRC Update.      Amendment 1',b'4/27/2016 2:27 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'772',b'S',b'726',b'SB 726',b'IRC Update.      Second Reading',b'4/27/2016 2:30 PM',b'Aye',b'PASS',b'35',b'14',b'0',b'1',b'0',b'49'
b'773',b'S',b'729',b'SB 729',b'Various Changes to the Revenue Laws.      Second Reading',b'4/27/2016 2:32 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'774',b'S',b'749',b'SJR 749',b'Confirm Lyons Gray/Utilities Commission.      Second Reading',b'4/27/2016 2:35 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'775',b'S',b'750',b'SJR 750',b'Confirm Chris Loutit/Industrial Commission.      Second Reading',b'4/27/2016 2:37 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'777',b'S',b'746',b'SR 746',b'Board of Agriculture Confirmation.      Motion 8 To Adopt',b'4/27/2016 2:43 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'778',b'S',b'725',b'SB 725',b'Unemployment Insurance Technical Changes.      Third Reading',b'4/28/2016 11:08 AM',b'Aye',b'PASS',b'46',b'0',b'1',b'3',b'0',b'46'
b'779',b'S',b'726',b'SB 726',b'IRC Update.      Third Reading',b'4/28/2016 11:12 AM',b'Aye',b'PASS',b'32',b'15',b'0',b'3',b'0',b'47'
b'780',b'S',b'729',b'SB 729',b'Various Changes to the Revenue Laws.      Amendment 1',b'4/28/2016 11:13 AM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'781',b'S',b'729',b'SB 729',b'Various Changes to the Revenue Laws.      Third Reading',b'4/28/2016 11:14 AM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'783',b'S',b'726',b'SB 726',b'IRC Update.      Motion 9 To Concur',b'5/10/2016 2:15 PM',b'No',b'FAIL',b'1',b'46',b'0',b'3',b'0',b'47'
b'784',b'S',b'824',b'SR 824',b'Honoring Our Veterans.      Motion 8 To Adopt',b'5/11/2016 2:27 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'784',b'S',b'333',b'SB 333',b'Teacher Transition Data.      C RPT Adoption',b'6/18/2015 11:25 AM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'785',b'S',b'778',b'SB 778',b'DOT to Study SEPA Reform Impacts.      Second Reading',b'5/12/2016 11:21 AM',b'Excused Absence',b'PASS',b'39',b'5',b'0',b'6',b'0',b'44'
b'786',b'S',b'734',b'SB 734',b'Statewide Standing Order/Opioid Antagonist.      Second Reading',b'5/17/2016 4:10 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'786',b'S',b'140',b'SB 140',b'Lake Santeetlah Occupancy Tax Authorization.      Third Reading',b'6/18/2015 11:27 AM',b'Aye',b'PASS',b'97',b'15',b'2',b'6',b'0',b'112'
b'787',b'S',b'807',b'SB 807',b'Conform Full-payment Check Law to UCC.      Second Reading',b'5/17/2016 4:12 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'789',b'S',b'838',b'SB 838',b'Medicaid Transformation Modifications.      Second Reading',b'5/18/2016 2:19 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'790',b'S',b'832',b'SB 832',b'Expand 1%/$80 Excise Tax for Ports Equip.      Second Reading',b'5/19/2016 11:21 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'791',b'S',b'818',b'SB 818',b'Increase the Zero Tax Bracket.      Second Reading',b'5/24/2016 2:27 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'791',b'S',b'212',b'SB 212',b'Handgun Standards for Retired Sworn Law Enforcement Officers.      Second Reading',b'6/18/2015 11:33 AM',b'Aye',b'PASS',b'108',b'7',b'0',b'5',b'0',b'115'
b'792',b'S',b'853',b'SJR 853',b'Honor Former Senator Parmon.      Second Reading',b'5/24/2016 3:01 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'793',b'S',b'478',b'SB 478',b'In-State Tuition For Certain Veterans/Federal Program.      Second Reading',b'6/18/2015 11:39 AM',b'Aye',b'PASS',b'114',b'0',b'0',b'6',b'0',b'114'
b'795',b'S',b'284',b'SB 284',b'Infrastructure Assessments/Extend Sunset.      A1 Stam   Second Reading',b'6/22/2015 7:16 PM',b'Aye',b'PASS',b'111',b'0',b'2',b'7',b'0',b'111'
b'795',b'S',b'739',b'SB 739',b'Town of Rolesville/Annexation.      Second Reading',b'5/25/2016 3:11 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'796',b'S',b'774',b'SB 774',b'Marvin and Asheboro/Deannexation.      Second Reading',b'5/25/2016 3:11 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'796',b'S',b'284',b'SB 284',b'Infrastructure Assessments/Extend Sunset.      Second Reading',b'6/22/2015 7:17 PM',b'Aye',b'PASS',b'105',b'7',b'1',b'7',b'0',b'112'
b'797',b'S',b'575',b'SB 575',b'NC/SC Original Boundary Confirmation.      Second Reading',b'5/25/2016 3:18 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'798',b'S',b'748',b'SB 748',b'Change Report - Build. and Infrastructure Comm.      Second Reading',b'5/25/2016 3:18 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'798',b'S',b'88',b'SB 88',b'Pole Attachment Disputes.      Second Reading',b'6/22/2015 7:24 PM',b'Aye',b'PASS',b'113',b'0',b'0',b'7',b'0',b'113'
b'799',b'S',b'284',b'SB 284',b'Infrastructure Assessments/Extend Sunset.      Third Reading',b'6/23/2015 2:09 PM',b'Aye',b'PASS',b'101',b'9',b'2',b'8',b'0',b'110'
b'800',b'S',b'726',b'SB 726',b'IRC Update.      Conference Rpt Motion 8 To Adopt',b'5/25/2016 3:22 PM',b'Aye',b'PASS',b'38',b'11',b'0',b'1',b'0',b'49'
b'801',b'S',b'71',b'SB 71',b'Commission Appointment Modifications.      Motion 9 To Concur',b'5/26/2016 12:00 PM',b'No',b'FAIL',b'0',b'47',b'1',b'1',b'1',b'47'
b'802',b'S',b'739',b'SB 739',b'Town of Rolesville/Annexation.      Third Reading',b'5/26/2016 12:01 PM',b'Aye',b'PASS',b'48',b'0',b'1',b'1',b'0',b'48'
b'803',b'S',b'774',b'SB 774',b'Marvin and Asheboro/Deannexation.      Third Reading',b'5/26/2016 12:02 PM',b'Aye',b'PASS',b'48',b'0',b'1',b'1',b'0',b'48'
b'803',b'S',b'174',b'SB 174',b'Rail Corridor Lease/City of Wilmington.      Motion 12 - Add to Cal.',b'6/24/2015 2:11 PM',b'Aye',b'PASS',b'83',b'28',b'1',b'8',b'0',b'111'
b'804',b'S',b'174',b'SB 174',b'Rail Corridor Lease/City of Wilmington.      Second Reading',b'6/24/2015 2:17 PM',b'Aye',b'PASS',b'111',b'1',b'0',b'8',b'0',b'112'
b'804',b'S',b'575',b'SB 575',b'NC/SC Original Boundary Confirmation.      Amendment 1',b'5/26/2016 12:04 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'805',b'S',b'575',b'SB 575',b'NC/SC Original Boundary Confirmation.      Third Reading',b'5/26/2016 12:06 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'806',b'S',b'792',b'SB 792',b'State IT Contracts/Contractor Liability.      Second Reading',b'5/26/2016 12:07 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'807',b'S',b'814',b'SB 814',b'Designate State CIO as Secretary of Dept.      Second Reading',b'5/26/2016 12:08 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'808',b'S',b'286',b'SB 286',b'Regulate the Sale of E-Liquid Containers.      Second Reading',b'6/25/2015 12:35 PM',b'Excused Absence',b'PASS',b'106',b'0',b'2',b'12',b'0',b'106'
b'809',b'S',b'299',b'SB 299',b'Port Usage Contracts/Public Records.      Second Reading',b'6/29/2015 7:20 PM',b'Aye',b'PASS',b'105',b'2',b'2',b'11',b'0',b'107'
b'810',b'S',b'545',b'SB 545',b'Workforce Enrichment/Veterans.      Second Reading',b'6/29/2015 7:22 PM',b'Aye',b'PASS',b'107',b'0',b'2',b'11',b'0',b'107'
b'812',b'S',b'805',b'SB 805',b'Fiduciary Access to Digital Assets.      Second Reading',b'5/31/2016 5:21 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'813',b'S',b'838',b'SB 838',b'Medicaid Transformation Modifications.      Motion 9 To Concur',b'5/31/2016 5:23 PM',b'No',b'FAIL',b'0',b'48',b'0',b'2',b'0',b'48'
b'813',b'S',b'534',b'SB 534',b'2015 Continuing Budget Authority.      Second Reading',b'6/29/2015 9:34 PM',b'Aye',b'PASS',b'107',b'1',b'2',b'10',b'0',b'108'
b'814',b'S',b'71',b'SB 71',b'Commission Appointment Modifications.      Conference Rpt Motion 8 To Adopt',b'5/31/2016 5:27 PM',b'Aye',b'PASS',b'46',b'1',b'0',b'2',b'1',b'47'
b'815',b'S',b'727',b'SB 727',b'Moore County Local Sales Tax Use Restriction.      Second Reading',b'6/1/2016 5:19 PM',b'Aye',b'PASS',b'44',b'0',b'1',b'5',b'0',b'44'
b'816',b'S',b'852',b'SB 852',b'Town of Bakersville/Town of Clyde/Deannex.      Second Reading',b'6/1/2016 5:20 PM',b'Aye',b'PASS',b'44',b'0',b'1',b'5',b'0',b'44'
b'817',b'S',b'874',b'SB 874',b'Sanford/Harnett OT.      Second Reading',b'6/1/2016 5:21 PM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'818',b'S',b'875',b'SB 875',b'Town of Sunset Beach/Deannexation.      Second Reading',b'6/1/2016 5:21 PM',b'Aye',b'PASS',b'43',b'2',b'0',b'5',b'0',b'45'
b'818',b'S',b'654',b'SB 654',b'Map Act/Clarifications.      Second Reading',b'7/1/2015 2:27 PM',b'Aye',b'PASS',b'110',b'1',b'2',b'7',b'0',b'111'
b'819',b'S',b'867',b'SB 867',b'Protect Students in Schools.      Second Reading',b'6/1/2016 5:26 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'821',b'S',b'727',b'SB 727',b'Moore County Local Sales Tax Use Restriction.      Third Reading',b'6/2/2016 10:14 AM',b'Aye',b'PASS',b'47',b'1',b'0',b'2',b'0',b'48'
